forecast_id,initialization_time,valid_time,region,zone,latitude,longitude,lead_day,rainfall_forecast,temperature_forecast,wind_forecast,pressure_forecast,humidity_forecast,ensemble_mean,ensemble_spread,ensemble_min,ensemble_max,spatial_variability
FCST_20250709_KER_D3,2025-07-09,2025-07-12,Kerala,South,10.8505,76.2711,3,131.8,27.1,41.7,991.4,99.0,137.8,42.54,61.2,231.4,22.12
FCST_20250709_KER_D4,2025-07-09,2025-07-13,Kerala,South,10.8505,76.2711,4,5.1,25.9,42.3,990.9,99.0,4.3,4.58,0.0,14.4,11.43
FCST_20250709_KER_D5,2025-07-09,2025-07-14,Kerala,South,10.8505,76.2711,5,98.9,27.3,42.8,991.5,98.4,95.7,17.07,65.0,133.3,35.95
FCST_20250709_KER_D6,2025-07-09,2025-07-15,Kerala,South,10.8505,76.2711,6,11.3,26.2,42.4,990.8,95.6,3.2,49.01,0.0,111.0,43.52
FCST_20250709_KER_D7,2025-07-09,2025-07-16,Kerala,South,10.8505,76.2711,7,69.0,26.8,43.3,990.3,93.1,72.0,27.4,22.7,132.3,4.95
FCST_20250709_KER_D8,2025-07-09,2025-07-17,Kerala,South,10.8505,76.2711,8,67.7,26.2,41.9,992.9,99.0,63.9,11.03,44.0,88.2,49.49
FCST_20250709_KER_D9,2025-07-09,2025-07-18,Kerala,South,10.8505,76.2711,9,43.9,28.2,42.6,992.0,93.6,50.1,27.97,0.0,111.6,20.83
FCST_20250709_KER_D10,2025-07-09,2025-07-19,Kerala,South,10.8505,76.2711,10,0.0,27.2,44.1,989.5,93.0,-0.4,12.43,0.0,26.9,45.4
FCST_20250709_RAJ_D1,2025-07-09,2025-07-10,Rajasthan,Northwest,27.0238,74.2179,1,0.0,26.8,41.7,990.6,97.4,-0.2,1.5,0.0,3.1,3.46
FCST_20250709_RAJ_D2,2025-07-09,2025-07-11,Rajasthan,Northwest,27.0238,74.2179,2,31.8,26.4,41.6,991.1,99.0,31.6,2.55,27.0,37.2,25.47
FCST_20250709_RAJ_D3,2025-07-09,2025-07-12,Rajasthan,Northwest,27.0238,74.2179,3,67.5,27.3,40.6,990.2,98.8,68.7,16.71,38.6,105.5,40.04
FCST_20250709_RAJ_D4,2025-07-09,2025-07-13,Rajasthan,Northwest,27.0238,74.2179,4,11.4,26.3,42.5,990.4,99.0,3.9,32.13,0.0,74.6,3.85
FCST_20250709_RAJ_D5,2025-07-09,2025-07-14,Rajasthan,Northwest,27.0238,74.2179,5,36.1,26.6,44.6,992.5,98.7,37.7,9.09,21.3,57.7,32.84
FCST_20250709_RAJ_D6,2025-07-09,2025-07-15,Rajasthan,Northwest,27.0238,74.2179,6,0.0,26.3,43.4,989.0,99.0,0.1,8.11,0.0,17.9,7.46
FCST_20250709_RAJ_D7,2025-07-09,2025-07-16,Rajasthan,Northwest,27.0238,74.2179,7,28.8,27.5,39.7,990.7,99.0,32.3,15.91,3.7,67.3,12.67
FCST_20250709_RAJ_D8,2025-07-09,2025-07-17,Rajasthan,Northwest,27.0238,74.2179,8,8.1,27.3,42.0,989.7,99.0,5.8,12.31,0.0,32.9,26.57
FCST_20250709_RAJ_D9,2025-07-09,2025-07-18,Rajasthan,Northwest,27.0238,74.2179,9,43.9,27.7,40.9,989.8,99.0,45.6,12.09,23.8,72.2,12.82
FCST_20250709_RAJ_D10,2025-07-09,2025-07-19,Rajasthan,Northwest,27.0238,74.2179,10,5.1,27.3,38.2,990.2,99.0,6.5,14.03,0.0,37.4,11.21
FCST_20250709_ODI_D1,2025-07-09,2025-07-10,Odisha,East,20.9517,85.0985,1,63.6,26.9,40.7,991.4,97.8,61.2,9.26,44.5,81.6,23.78
FCST_20250709_ODI_D2,2025-07-09,2025-07-11,Odisha,East,20.9517,85.0985,2,71.2,27.4,42.3,991.8,96.8,68.3,10.48,49.4,91.4,9.87
FCST_20250709_ODI_D3,2025-07-09,2025-07-12,Odisha,East,20.9517,85.0985,3,45.4,26.7,40.8,990.9,97.4,46.0,9.45,29.0,66.8,12.01
FCST_20250709_ODI_D4,2025-07-09,2025-07-13,Odisha,East,20.9517,85.0985,4,16.6,27.1,41.1,991.1,95.6,15.9,4.86,7.2,26.6,17.06
FCST_20250709_ODI_D5,2025-07-09,2025-07-14,Odisha,East,20.9517,85.0985,5,57.6,27.8,44.1,990.7,95.8,57.4,6.05,46.5,70.7,20.05
FCST_20250709_ODI_D6,2025-07-09,2025-07-15,Odisha,East,20.9517,85.0985,6,46.4,26.3,39.7,990.8,94.9,49.6,17.83,17.5,88.8,6.52
FCST_20250709_ODI_D7,2025-07-09,2025-07-16,Odisha,East,20.9517,85.0985,7,33.2,25.2,41.3,993.0,93.8,31.7,11.41,11.2,56.8,30.21
FCST_20250709_ODI_D8,2025-07-09,2025-07-17,Odisha,East,20.9517,85.0985,8,101.5,26.4,42.2,988.0,99.0,107.3,22.73,66.4,157.3,60.92
FCST_20250709_ODI_D9,2025-07-09,2025-07-18,Odisha,East,20.9517,85.0985,9,81.2,25.9,42.1,991.2,99.0,73.8,12.73,50.9,101.8,10.35
FCST_20250709_ODI_D10,2025-07-09,2025-07-19,Odisha,East,20.9517,85.0985,10,102.8,26.4,45.8,991.9,93.5,107.5,24.11,64.1,160.5,27.19
FCST_20250709_ASS_D1,2025-07-09,2025-07-10,Assam,Northeast,26.2006,92.9376,1,0.0,27.4,43.0,990.7,95.9,-0.1,1.5,0.0,3.2,0.94
FCST_20250709_ASS_D2,2025-07-09,2025-07-11,Assam,Northeast,26.2006,92.9376,2,557.5,26.7,40.9,991.1,96.0,564.1,38.71,494.4,649.3,138.59
FCST_20250709_ASS_D3,2025-07-09,2025-07-12,Assam,Northeast,26.2006,92.9376,3,0.0,28.1,41.4,990.7,99.0,-2.0,6.14,0.0,11.5,1.77
FCST_20250709_ASS_D4,2025-07-09,2025-07-13,Assam,Northeast,26.2006,92.9376,4,49.2,25.8,43.6,992.0,96.9,51.6,23.19,9.9,102.6,11.72
FCST_20250709_ASS_D5,2025-07-09,2025-07-14,Assam,Northeast,26.2006,92.9376,5,61.4,27.9,42.1,991.5,99.0,83.9,39.3,13.2,170.4,4.3
FCST_20250709_ASS_D6,2025-07-09,2025-07-15,Assam,Northeast,26.2006,92.9376,6,52.9,27.0,43.5,991.5,98.7,53.8,17.72,21.9,92.8,22.72
FCST_20250709_ASS_D7,2025-07-09,2025-07-16,Assam,Northeast,26.2006,92.9376,7,128.3,27.2,42.2,994.1,95.0,152.6,44.11,73.2,249.6,22.93
FCST_20250709_ASS_D8,2025-07-09,2025-07-17,Assam,Northeast,26.2006,92.9376,8,94.7,26.5,40.2,991.3,99.0,91.0,63.21,0.0,230.1,45.02
FCST_20250709_ASS_D9,2025-07-09,2025-07-18,Assam,Northeast,26.2006,92.9376,9,0.0,27.5,41.2,992.0,99.0,-0.5,11.01,0.0,23.7,11.09
FCST_20250709_ASS_D10,2025-07-09,2025-07-19,Assam,Northeast,26.2006,92.9376,10,41.5,26.2,39.0,989.0,99.0,39.8,13.67,15.2,69.9,0.4
FCST_20250709_PUN_D1,2025-07-09,2025-07-10,Punjab,North,31.1471,75.3412,1,0.0,26.8,41.9,991.9,99.0,0.0,1.5,0.0,3.3,0.61
FCST_20250709_PUN_D2,2025-07-09,2025-07-11,Punjab,North,31.1471,75.3412,2,0.0,26.7,42.4,991.0,96.8,-0.3,2.76,0.0,5.8,2.86
FCST_20250709_PUN_D3,2025-07-09,2025-07-12,Punjab,North,31.1471,75.3412,3,6.2,25.6,44.6,992.9,95.6,6.1,3.92,0.0,14.7,20.91
FCST_20250709_PUN_D4,2025-07-09,2025-07-13,Punjab,North,31.1471,75.3412,4,0.0,25.5,43.1,990.7,97.3,-0.4,4.33,0.0,9.1,1.54
FCST_20250709_PUN_D5,2025-07-09,2025-07-14,Punjab,North,31.1471,75.3412,5,10.0,27.0,39.9,991.4,95.4,11.5,7.71,0.0,28.5,13.15
FCST_20250709_PUN_D6,2025-07-09,2025-07-15,Punjab,North,31.1471,75.3412,6,0.0,27.4,41.6,993.1,98.8,2.3,7.41,0.0,18.6,5.03
FCST_20250709_PUN_D7,2025-07-09,2025-07-16,Punjab,North,31.1471,75.3412,7,32.4,27.7,44.5,990.5,90.7,31.9,8.62,16.4,50.9,0.65
FCST_20250709_PUN_D8,2025-07-09,2025-07-17,Punjab,North,31.1471,75.3412,8,7.0,25.1,43.2,994.1,99.0,1.9,11.42,0.0,27.0,24.33
FCST_20250709_PUN_D9,2025-07-09,2025-07-18,Punjab,North,31.1471,75.3412,9,0.0,27.8,44.5,993.7,99.0,-0.2,11.01,0.0,24.0,15.36
FCST_20250709_PUN_D10,2025-07-09,2025-07-19,Punjab,North,31.1471,75.3412,10,0.0,27.6,43.3,994.0,96.6,-2.8,17.43,0.0,35.5,54.78
FCST_20250709_TAM_D1,2025-07-09,2025-07-10,Tamil Nadu,South,11.1271,78.6569,1,0.0,32.2,18.5,1002.5,65.0,0.5,1.5,0.0,3.8,3.72
FCST_20250709_TAM_D2,2025-07-09,2025-07-11,Tamil Nadu,South,11.1271,78.6569,2,9.2,32.0,18.0,1003.5,64.4,9.0,2.3,4.9,14.1,12.63
FCST_20250709_TAM_D3,2025-07-09,2025-07-12,Tamil Nadu,South,11.1271,78.6569,3,0.0,32.7,16.6,1003.0,65.2,-0.5,3.15,0.0,6.4,4.64
FCST_20250709_TAM_D4,2025-07-09,2025-07-13,Tamil Nadu,South,11.1271,78.6569,4,0.0,30.9,16.2,1004.5,67.5,-0.3,4.86,0.0,10.4,1.06
FCST_20250709_TAM_D5,2025-07-09,2025-07-14,Tamil Nadu,South,11.1271,78.6569,5,0.0,31.8,20.2,1001.2,61.7,-1.3,5.6,0.0,11.0,6.83
FCST_20250709_TAM_D6,2025-07-09,2025-07-15,Tamil Nadu,South,11.1271,78.6569,6,0.0,33.7,17.6,1004.2,67.3,0.1,6.91,0.0,15.3,5.12
FCST_20250709_TAM_D7,2025-07-09,2025-07-16,Tamil Nadu,South,11.1271,78.6569,7,0.0,32.5,21.8,1002.3,62.4,5.1,10.46,0.0,28.1,6.17
FCST_20250709_TAM_D8,2025-07-09,2025-07-17,Tamil Nadu,South,11.1271,78.6569,8,0.0,31.1,17.5,1004.1,61.5,-0.0,9.62,0.0,21.2,2.9
FCST_20250709_TAM_D9,2025-07-09,2025-07-18,Tamil Nadu,South,11.1271,78.6569,9,0.0,31.5,11.7,1001.2,62.0,-0.8,11.46,0.0,24.4,30.03
FCST_20250709_TAM_D10,2025-07-09,2025-07-19,Tamil Nadu,South,11.1271,78.6569,10,0.0,31.6,19.4,1004.5,75.5,-2.2,12.43,0.0,25.1,17.92
FCST_20250709_AND_D1,2025-07-09,2025-07-10,Andhra Pradesh,South-East,15.9129,79.74,1,0.0,27.2,40.6,990.8,98.6,0.6,1.5,0.0,3.9,1.15
FCST_20250709_AND_D2,2025-07-09,2025-07-11,Andhra Pradesh,South-East,15.9129,79.74,2,49.2,26.6,41.5,991.5,98.6,52.8,11.74,31.7,78.6,24.41
FCST_20250709_AND_D3,2025-07-09,2025-07-12,Andhra Pradesh,South-East,15.9129,79.74,3,9.6,26.3,42.3,992.4,99.0,9.7,3.16,4.0,16.7,2.39
FCST_20250709_AND_D4,2025-07-09,2025-07-13,Andhra Pradesh,South-East,15.9129,79.74,4,43.6,26.6,39.9,992.3,97.2,41.7,6.58,29.9,56.2,11.12
FCST_20250709_AND_D5,2025-07-09,2025-07-14,Andhra Pradesh,South-East,15.9129,79.74,5,0.0,25.2,42.8,991.2,99.0,-0.1,5.6,0.0,12.2,24.15
FCST_20250709_AND_D6,2025-07-09,2025-07-15,Andhra Pradesh,South-East,15.9129,79.74,6,78.2,27.6,39.0,991.1,95.7,71.8,12.35,49.6,99.0,48.93
FCST_20250709_AND_D7,2025-07-09,2025-07-16,Andhra Pradesh,South-East,15.9129,79.74,7,22.2,25.5,42.6,990.9,99.0,20.5,16.01,0.0,55.7,5.35
FCST_20250709_AND_D8,2025-07-09,2025-07-17,Andhra Pradesh,South-East,15.9129,79.74,8,13.2,28.5,47.2,992.3,99.0,3.5,16.96,0.0,40.8,2.46
FCST_20250709_AND_D9,2025-07-09,2025-07-18,Andhra Pradesh,South-East,15.9129,79.74,9,0.0,26.4,44.0,992.0,99.0,-1.9,11.01,0.0,22.3,20.07
FCST_20250709_AND_D10,2025-07-09,2025-07-19,Andhra Pradesh,South-East,15.9129,79.74,10,64.6,26.9,45.4,990.3,99.0,56.2,20.59,19.1,101.5,58.57
FCST_20250709_WES_D1,2025-07-09,2025-07-10,West Bengal,East,22.9868,87.855,1,20.8,26.2,41.4,990.6,99.0,20.8,1.75,17.7,24.7,12.67
FCST_20250709_WES_D2,2025-07-09,2025-07-11,West Bengal,East,22.9868,87.855,2,16.2,27.5,40.9,990.5,97.4,16.0,2.6,11.3,21.7,2.18
FCST_20250709_WES_D3,2025-07-09,2025-07-12,West Bengal,East,22.9868,87.855,3,48.9,27.0,40.1,989.9,99.0,49.1,7.95,34.8,66.6,6.14
FCST_20250709_WES_D4,2025-07-09,2025-07-13,West Bengal,East,22.9868,87.855,4,57.4,26.5,45.0,991.2,93.1,58.6,27.52,9.1,119.1,14.96
FCST_20250709_WES_D5,2025-07-09,2025-07-14,West Bengal,East,22.9868,87.855,5,15.3,25.7,42.2,990.5,99.0,14.7,7.81,0.6,31.9,9.21
FCST_20250709_WES_D6,2025-07-09,2025-07-15,West Bengal,East,22.9868,87.855,6,151.9,26.1,40.3,991.3,93.0,148.4,33.47,88.2,222.0,42.69
FCST_20250709_WES_D7,2025-07-09,2025-07-16,West Bengal,East,22.9868,87.855,7,0.0,27.3,41.6,991.1,99.0,15.0,52.18,0.0,129.8,15.66
FCST_20250709_WES_D8,2025-07-09,2025-07-17,West Bengal,East,22.9868,87.855,8,185.2,29.3,38.8,989.6,93.9,176.2,11.95,154.7,202.5,12.6
FCST_20250709_WES_D9,2025-07-09,2025-07-18,West Bengal,East,22.9868,87.855,9,88.7,26.8,41.2,990.1,99.0,84.1,16.7,54.0,120.8,22.65
FCST_20250709_WES_D10,2025-07-09,2025-07-19,West Bengal,East,22.9868,87.855,10,72.5,26.2,42.8,991.7,94.2,60.3,43.24,0.0,155.4,55.86
FCST_20250709_MAD_D1,2025-07-09,2025-07-10,Madhya Pradesh,Central,22.9734,78.6569,1,83.9,27.2,41.5,991.1,94.8,84.2,4.32,76.4,93.7,40.08
FCST_20250709_MAD_D2,2025-07-09,2025-07-11,Madhya Pradesh,Central,22.9734,78.6569,2,35.1,26.2,42.0,991.6,98.6,35.0,2.13,31.2,39.7,12.88
FCST_20250709_MAD_D3,2025-07-09,2025-07-12,Madhya Pradesh,Central,22.9734,78.6569,3,18.8,27.7,40.5,991.3,98.8,18.3,6.07,7.4,31.7,14.05
FCST_20250709_MAD_D4,2025-07-09,2025-07-13,Madhya Pradesh,Central,22.9734,78.6569,4,62.0,29.2,41.1,991.6,99.0,47.9,52.29,0.0,162.9,7.12
FCST_20250709_MAD_D5,2025-07-09,2025-07-14,Madhya Pradesh,Central,22.9734,78.6569,5,37.4,26.3,41.4,990.4,97.8,38.2,8.15,23.5,56.1,58.49
FCST_20250709_MAD_D6,2025-07-09,2025-07-15,Madhya Pradesh,Central,22.9734,78.6569,6,31.7,26.1,38.8,990.9,99.0,30.8,9.03,14.5,50.7,26.71
FCST_20250709_MAD_D7,2025-07-09,2025-07-16,Madhya Pradesh,Central,22.9734,78.6569,7,134.7,26.2,38.5,992.3,99.0,142.3,13.65,117.7,172.3,30.28
FCST_20250709_MAD_D8,2025-07-09,2025-07-17,Madhya Pradesh,Central,22.9734,78.6569,8,50.9,26.8,43.2,992.8,96.1,50.2,18.35,17.2,90.6,20.33
FCST_20250709_MAD_D9,2025-07-09,2025-07-18,Madhya Pradesh,Central,22.9734,78.6569,9,41.4,27.0,42.6,989.9,99.0,42.7,19.76,7.1,86.2,18.96
FCST_20250709_MAD_D10,2025-07-09,2025-07-19,Madhya Pradesh,Central,22.9734,78.6569,10,358.1,25.3,41.4,989.0,99.0,359.2,23.97,316.1,411.9,12.41
FCST_20250709_UTT_D1,2025-07-09,2025-07-10,Uttar Pradesh,North,26.8467,80.9462,1,41.6,27.6,43.4,992.3,98.5,40.9,4.94,32.0,51.8,7.7
FCST_20250709_UTT_D2,2025-07-09,2025-07-11,Uttar Pradesh,North,26.8467,80.9462,2,163.1,26.4,42.3,991.5,97.1,162.1,5.79,151.7,174.8,34.19
FCST_20250709_UTT_D3,2025-07-09,2025-07-12,Uttar Pradesh,North,26.8467,80.9462,3,9.1,27.1,42.1,990.6,96.4,9.5,6.28,0.0,23.3,7.68
FCST_20250709_UTT_D4,2025-07-09,2025-07-13,Uttar Pradesh,North,26.8467,80.9462,4,0.0,25.5,42.0,991.5,95.4,-0.1,4.95,0.0,10.8,2.34
FCST_20250709_UTT_D5,2025-07-09,2025-07-14,Uttar Pradesh,North,26.8467,80.9462,5,35.3,26.5,40.1,990.4,98.1,29.1,20.66,0.0,74.6,3.87
FCST_20250709_UTT_D6,2025-07-09,2025-07-15,Uttar Pradesh,North,26.8467,80.9462,6,19.2,28.5,40.0,992.5,99.0,27.3,13.58,2.9,57.2,11.07
FCST_20250709_UTT_D7,2025-07-09,2025-07-16,Uttar Pradesh,North,26.8467,80.9462,7,3.5,26.3,40.4,990.5,97.2,6.2,9.05,0.0,26.1,2.36
FCST_20250709_UTT_D8,2025-07-09,2025-07-17,Uttar Pradesh,North,26.8467,80.9462,8,38.4,25.1,44.9,992.7,93.9,23.0,21.22,0.0,69.7,65.22
FCST_20250709_UTT_D9,2025-07-09,2025-07-18,Uttar Pradesh,North,26.8467,80.9462,9,158.2,28.8,40.5,991.2,93.3,157.6,14.61,131.3,189.7,1.57
FCST_20250709_UTT_D10,2025-07-09,2025-07-19,Uttar Pradesh,North,26.8467,80.9462,10,51.5,26.6,38.7,990.8,99.0,58.3,34.48,0.0,134.2,9.89
FCST_20250709_KAR_D1,2025-07-09,2025-07-10,Karnataka,South,15.3173,75.7139,1,121.7,26.9,41.3,991.2,99.0,120.9,17.34,89.7,159.0,56.66
FCST_20250709_KAR_D2,2025-07-09,2025-07-11,Karnataka,South,15.3173,75.7139,2,56.6,27.0,43.0,991.7,98.6,57.5,2.16,53.6,62.3,19.0
FCST_20250709_KAR_D3,2025-07-09,2025-07-12,Karnataka,South,15.3173,75.7139,3,115.0,26.8,44.0,989.8,96.8,116.4,10.66,97.2,139.9,12.65
FCST_20250709_KAR_D4,2025-07-09,2025-07-13,Karnataka,South,15.3173,75.7139,4,55.9,28.0,40.6,991.3,94.1,56.1,4.7,47.6,66.4,25.89
FCST_20250709_KAR_D5,2025-07-09,2025-07-14,Karnataka,South,15.3173,75.7139,5,113.7,26.9,40.9,991.1,97.9,127.0,53.74,30.3,245.2,12.33
FCST_20250709_KAR_D6,2025-07-09,2025-07-15,Karnataka,South,15.3173,75.7139,6,32.4,26.2,43.5,990.2,99.0,30.5,13.0,7.1,59.1,38.2
FCST_20250709_KAR_D7,2025-07-09,2025-07-16,Karnataka,South,15.3173,75.7139,7,45.9,27.5,41.1,990.8,92.3,38.8,45.91,0.0,139.8,28.69
FCST_20250709_KAR_D8,2025-07-09,2025-07-17,Karnataka,South,15.3173,75.7139,8,0.0,26.7,41.2,990.8,98.7,-4.2,11.45,0.0,21.0,41.7
FCST_20250709_KAR_D9,2025-07-09,2025-07-18,Karnataka,South,15.3173,75.7139,9,0.0,27.3,41.8,992.1,99.0,-0.2,11.01,0.0,24.0,31.44
FCST_20250709_KAR_D10,2025-07-09,2025-07-19,Karnataka,South,15.3173,75.7139,10,0.0,23.9,39.0,991.4,99.0,0.3,12.66,0.0,28.2,3.55
FCST_20250709_HIM_D1,2025-07-09,2025-07-10,Himachal Pradesh,North-Himalayan,31.1048,77.1734,1,79.4,27.1,42.3,991.5,98.2,79.8,1.5,77.1,83.1,54.29
FCST_20250709_HIM_D2,2025-07-09,2025-07-11,Himachal Pradesh,North-Himalayan,31.1048,77.1734,2,160.5,25.7,41.5,991.5,99.0,160.2,2.48,155.7,165.7,51.39
FCST_20250709_HIM_D3,2025-07-09,2025-07-12,Himachal Pradesh,North-Himalayan,31.1048,77.1734,3,160.0,27.0,43.7,992.0,99.0,163.4,7.21,150.4,179.3,5.5
FCST_20250709_HIM_D4,2025-07-09,2025-07-13,Himachal Pradesh,North-Himalayan,31.1048,77.1734,4,21.1,26.9,38.3,991.8,99.0,21.3,4.59,13.0,31.4,10.05
FCST_20250709_HIM_D5,2025-07-09,2025-07-14,Himachal Pradesh,North-Himalayan,31.1048,77.1734,5,83.5,26.8,42.4,990.3,95.2,86.1,10.79,66.7,109.8,15.01
FCST_20250709_HIM_D6,2025-07-09,2025-07-15,Himachal Pradesh,North-Himalayan,31.1048,77.1734,6,0.0,26.2,42.3,992.8,95.6,0.1,7.76,0.0,17.2,10.74
FCST_20250709_HIM_D7,2025-07-09,2025-07-16,Himachal Pradesh,North-Himalayan,31.1048,77.1734,7,94.2,26.9,40.6,990.3,96.0,87.4,18.94,53.3,129.1,6.51
FCST_20250709_HIM_D8,2025-07-09,2025-07-17,Himachal Pradesh,North-Himalayan,31.1048,77.1734,8,0.0,27.2,42.1,991.6,99.0,-0.5,9.62,0.0,20.7,17.94
FCST_20250709_HIM_D9,2025-07-09,2025-07-18,Himachal Pradesh,North-Himalayan,31.1048,77.1734,9,0.0,27.7,47.1,991.2,97.5,-5.3,51.1,0.0,107.1,8.19
FCST_20250709_HIM_D10,2025-07-09,2025-07-19,Himachal Pradesh,North-Himalayan,31.1048,77.1734,10,50.6,26.9,41.4,991.6,94.3,46.6,12.84,23.5,74.8,64.63
FCST_20250709_BIH_D1,2025-07-09,2025-07-10,Bihar,East,25.0961,85.3131,1,3.6,26.9,40.6,991.1,96.7,3.9,1.8,0.7,7.9,1.78
FCST_20250709_BIH_D2,2025-07-09,2025-07-11,Bihar,East,25.0961,85.3131,2,60.6,27.5,43.0,991.1,97.7,59.3,5.63,49.2,71.7,16.32
FCST_20250709_BIH_D3,2025-07-09,2025-07-12,Bihar,East,25.0961,85.3131,3,12.8,27.0,41.9,990.9,99.0,11.9,3.22,6.1,19.0,5.53
FCST_20250709_BIH_D4,2025-07-09,2025-07-13,Bihar,East,25.0961,85.3131,4,139.5,26.6,40.3,990.4,94.0,139.7,11.28,119.4,164.5,39.37
FCST_20250709_BIH_D5,2025-07-09,2025-07-14,Bihar,East,25.0961,85.3131,5,100.3,27.1,42.6,990.9,99.0,98.6,17.45,67.2,137.0,74.73
FCST_20250709_BIH_D6,2025-07-09,2025-07-15,Bihar,East,25.0961,85.3131,6,12.7,26.8,40.9,990.7,93.2,19.4,10.05,1.3,41.5,4.9
FCST_20250709_BIH_D7,2025-07-09,2025-07-16,Bihar,East,25.0961,85.3131,7,117.6,27.2,40.5,989.7,97.5,117.7,21.15,79.6,164.2,35.68
FCST_20250709_BIH_D8,2025-07-09,2025-07-17,Bihar,East,25.0961,85.3131,8,134.6,26.5,43.6,991.4,99.0,128.4,30.23,74.0,194.9,87.25
FCST_20250709_BIH_D9,2025-07-09,2025-07-18,Bihar,East,25.0961,85.3131,9,165.4,26.8,44.6,991.6,99.0,150.2,66.1,31.2,295.6,196.12
FCST_20250709_BIH_D10,2025-07-09,2025-07-19,Bihar,East,25.0961,85.3131,10,78.9,27.4,38.8,992.7,97.7,74.9,12.81,51.8,103.1,77.17
FCST_20250710_GUJ_D1,2025-07-10,2025-07-11,Gujarat,West,22.2587,71.1924,1,28.0,27.2,40.9,992.0,97.8,27.8,1.92,24.3,32.0,3.63
FCST_20250710_GUJ_D2,2025-07-10,2025-07-12,Gujarat,West,22.2587,71.1924,2,17.9,27.1,40.3,991.1,99.0,17.7,2.11,13.9,22.3,9.72
FCST_20250710_GUJ_D3,2025-07-10,2025-07-13,Gujarat,West,22.2587,71.1924,3,35.1,26.3,38.4,991.0,99.0,38.6,18.15,5.9,78.5,5.26
FCST_20250710_GUJ_D4,2025-07-10,2025-07-14,Gujarat,West,22.2587,71.1924,4,49.8,26.5,42.6,990.2,99.0,48.2,33.76,0.0,122.5,48.52
FCST_20250710_GUJ_D5,2025-07-10,2025-07-15,Gujarat,West,22.2587,71.1924,5,0.0,27.3,38.8,990.4,94.8,-2.1,6.61,0.0,12.4,18.53
FCST_20250710_GUJ_D6,2025-07-10,2025-07-16,Gujarat,West,22.2587,71.1924,6,34.0,26.2,43.2,993.0,97.8,38.6,18.42,5.4,79.1,31.1
FCST_20250710_GUJ_D7,2025-07-10,2025-07-17,Gujarat,West,22.2587,71.1924,7,13.0,25.4,43.7,991.4,99.0,10.5,15.82,0.0,45.3,8.1
FCST_20250710_GUJ_D8,2025-07-10,2025-07-18,Gujarat,West,22.2587,71.1924,8,0.0,28.3,37.6,989.6,99.0,3.5,11.76,0.0,29.4,22.73
FCST_20250710_GUJ_D9,2025-07-10,2025-07-19,Gujarat,West,22.2587,71.1924,9,14.0,26.9,40.3,995.1,92.0,12.9,12.12,0.0,39.6,6.05
FCST_20250710_GUJ_D10,2025-07-10,2025-07-20,Gujarat,West,22.2587,71.1924,10,23.2,25.8,42.8,992.3,94.8,31.9,26.23,0.0,89.6,59.97
FCST_20250710_MAH_D1,2025-07-10,2025-07-11,Maharashtra,West-Central,19.7515,75.7139,1,35.2,27.2,42.9,991.5,96.2,34.7,5.39,25.0,46.6,12.65
FCST_20250710_MAH_D2,2025-07-10,2025-07-12,Maharashtra,West-Central,19.7515,75.7139,2,24.5,27.4,42.0,991.1,96.6,24.2,2.15,20.3,28.9,6.96
FCST_20250710_MAH_D3,2025-07-10,2025-07-13,Maharashtra,West-Central,19.7515,75.7139,3,50.9,27.3,41.4,991.0,97.8,66.6,28.62,15.1,129.6,15.11
FCST_20250710_MAH_D4,2025-07-10,2025-07-14,Maharashtra,West-Central,19.7515,75.7139,4,147.4,25.8,40.2,991.0,98.2,159.2,18.38,126.1,199.6,24.14
FCST_20250710_MAH_D5,2025-07-10,2025-07-15,Maharashtra,West-Central,19.7515,75.7139,5,457.7,26.3,40.1,992.3,97.3,457.8,49.1,369.4,565.8,478.26
FCST_20250710_MAH_D6,2025-07-10,2025-07-16,Maharashtra,West-Central,19.7515,75.7139,6,6.2,26.0,36.8,990.3,99.0,5.9,7.63,0.0,22.7,16.69
FCST_20250710_MAH_D7,2025-07-10,2025-07-17,Maharashtra,West-Central,19.7515,75.7139,7,41.6,27.4,38.1,990.1,99.0,39.9,13.67,15.3,70.0,19.32
FCST_20250710_MAH_D8,2025-07-10,2025-07-18,Maharashtra,West-Central,19.7515,75.7139,8,0.0,27.9,41.9,987.2,99.0,-2.9,9.62,0.0,18.3,14.27
FCST_20250710_MAH_D9,2025-07-10,2025-07-19,Maharashtra,West-Central,19.7515,75.7139,9,110.8,28.1,40.3,990.1,99.0,124.9,54.65,26.5,245.1,43.03
FCST_20250710_MAH_D10,2025-07-10,2025-07-20,Maharashtra,West-Central,19.7515,75.7139,10,58.2,27.7,45.3,992.6,99.0,57.8,14.24,32.2,89.1,51.53
FCST_20250710_KER_D1,2025-07-10,2025-07-11,Kerala,South,10.8505,76.2711,1,0.0,27.3,40.1,990.9,98.3,-0.4,1.5,0.0,2.9,6.23
FCST_20250710_KER_D2,2025-07-10,2025-07-12,Kerala,South,10.8505,76.2711,2,0.0,26.2,41.5,989.8,96.2,-2.0,2.48,0.0,3.5,2.26
FCST_20250710_KER_D3,2025-07-10,2025-07-13,Kerala,South,10.8505,76.2711,3,25.1,26.8,40.5,990.6,95.3,25.2,3.19,19.5,32.2,17.52
FCST_20250710_KER_D4,2025-07-10,2025-07-14,Kerala,South,10.8505,76.2711,4,62.3,27.2,43.2,992.6,99.0,61.8,38.12,0.0,145.7,56.02
