forecast_id,initialization_time,valid_time,region,zone,latitude,longitude,lead_day,rainfall_forecast,rainfall_observed,temperature_forecast,temperature_observed,wind_forecast,wind_observed,pressure_forecast,pressure_observed,humidity_forecast,humidity_observed,absolute_error,signed_error,relative_error,ensemble_mean,ensemble_spread,ensemble_min,ensemble_max,spatial_variability,data_source,variable
FCST_20250329_BIH_D5,2025-03-29,2025-04-03,Bihar,East,25.0961,85.3131,5,2.3,5.1,26.3,28.1,12.6,12.7,1004.8,1002.6,54.2,58.7,2.8,-2.8,0.459,3.1,6.43,0.0,17.2,5.68,DEMO DATA,rainfall
FCST_20250329_BIH_D6,2025-03-29,2025-04-04,Bihar,East,25.0961,85.3131,6,0.0,0.0,27.9,28.6,9.3,8.0,1004.4,1003.5,50.4,50.9,0.0,0.0,0.0,-0.8,6.91,0.0,14.4,17.76,DEMO DATA,rainfall
FCST_20250329_BIH_D7,2025-03-29,2025-04-05,Bihar,East,25.0961,85.3131,7,0.0,1.0,27.0,28.9,11.0,12.3,1004.6,1005.0,60.9,58.7,1.0,-1.0,0.5,0.5,8.63,0.0,19.5,9.34,DEMO DATA,rainfall
FCST_20250329_BIH_D8,2025-03-29,2025-04-06,Bihar,East,25.0961,85.3131,8,0.0,1.2,27.9,26.6,14.8,16.1,1005.4,1004.7,59.7,66.3,1.2,-1.2,0.545,2.1,10.01,0.0,24.1,5.53,DEMO DATA,rainfall
FCST_20250329_BIH_D9,2025-03-29,2025-04-07,Bihar,East,25.0961,85.3131,9,2.5,0.0,25.7,27.7,17.2,18.8,1008.2,1008.9,55.1,52.3,2.5,2.5,2.5,-0.4,12.21,0.0,26.5,4.93,DEMO DATA,rainfall
FCST_20250329_BIH_D10,2025-03-29,2025-04-08,Bihar,East,25.0961,85.3131,10,0.0,11.8,28.2,32.2,11.4,8.3,1002.9,1002.2,58.3,58.8,11.8,-11.8,0.922,-3.8,18.67,0.0,37.3,12.02,DEMO DATA,rainfall
FCST_20250330_GUJ_D1,2025-03-30,2025-03-31,Gujarat,West,22.2587,71.1924,1,0.0,0.4,27.5,27.8,11.9,11.9,1006.2,1005.6,55.8,56.8,0.4,-0.4,0.286,0.9,1.5,0.0,4.2,3.81,DEMO DATA,rainfall
FCST_20250330_GUJ_D2,2025-03-30,2025-04-01,Gujarat,West,22.2587,71.1924,2,0.0,0.0,27.7,28.4,11.3,10.2,1006.8,1005.9,53.9,56.9,0.0,0.0,0.0,1.2,1.95,0.0,5.5,3.79,DEMO DATA,rainfall
FCST_20250330_GUJ_D3,2025-03-30,2025-04-02,Gujarat,West,22.2587,71.1924,3,5.2,0.5,27.2,27.3,11.3,9.4,1006.1,1006.4,55.8,60.1,4.7,4.7,3.133,5.2,4.27,0.0,14.6,2.52,DEMO DATA,rainfall
FCST_20250330_GUJ_D4,2025-03-30,2025-04-03,Gujarat,West,22.2587,71.1924,4,0.0,0.0,28.6,30.4,9.9,10.0,1006.6,1006.1,55.2,57.1,0.0,0.0,0.0,-1.7,4.33,0.0,7.8,3.09,DEMO DATA,rainfall
FCST_20250330_GUJ_D5,2025-03-30,2025-04-04,Gujarat,West,22.2587,71.1924,5,14.5,9.1,27.1,25.8,12.6,10.4,1006.5,1004.3,52.4,52.3,5.4,5.4,0.535,15.4,8.03,0.9,33.1,13.03,DEMO DATA,rainfall
FCST_20250330_GUJ_D6,2025-03-30,2025-04-05,Gujarat,West,22.2587,71.1924,6,0.0,0.0,26.0,25.2,11.4,7.9,1007.0,1009.1,51.3,53.0,0.0,0.0,0.0,-0.6,6.91,0.0,14.6,4.78,DEMO DATA,rainfall
FCST_20250330_GUJ_D7,2025-03-30,2025-04-06,Gujarat,West,22.2587,71.1924,7,0.0,7.6,26.0,28.1,10.7,9.7,1007.0,1005.7,57.6,59.7,7.6,-7.6,0.884,1.3,11.67,0.0,27.0,6.69,DEMO DATA,rainfall
FCST_20250330_GUJ_D8,2025-03-30,2025-04-07,Gujarat,West,22.2587,71.1924,8,0.0,4.0,27.1,28.7,12.7,11.9,1005.6,1005.1,62.3,55.9,4.0,-4.0,0.8,-1.2,11.79,0.0,24.7,12.74,DEMO DATA,rainfall
FCST_20250330_GUJ_D9,2025-03-30,2025-04-08,Gujarat,West,22.2587,71.1924,9,0.0,0.0,26.4,27.1,8.6,8.6,1008.4,1009.4,56.6,57.6,0.0,0.0,0.0,2.3,11.01,0.0,26.5,85.77,DEMO DATA,rainfall
FCST_20250330_GUJ_D10,2025-03-30,2025-04-09,Gujarat,West,22.2587,71.1924,10,0.0,7.4,28.3,28.4,9.0,9.8,1007.8,1006.9,52.9,56.1,7.4,-7.4,0.881,-4.7,14.33,0.0,26.8,18.46,DEMO DATA,rainfall
FCST_20250330_MAH_D1,2025-03-30,2025-03-31,Maharashtra,West-Central,19.7515,75.7139,1,0.0,1.9,27.2,27.7,12.1,12.2,1005.7,1006.6,53.1,54.0,1.9,-1.9,0.655,-0.6,1.77,0.0,3.3,1.38,DEMO DATA,rainfall
FCST_20250330_MAH_D2,2025-03-30,2025-04-01,Maharashtra,West-Central,19.7515,75.7139,2,0.0,0.0,26.6,26.2,11.4,9.8,1005.9,1005.5,58.4,56.8,0.0,0.0,0.0,-0.0,1.95,0.0,4.3,0.83,DEMO DATA,rainfall
FCST_20250330_MAH_D3,2025-03-30,2025-04-02,Maharashtra,West-Central,19.7515,75.7139,3,0.0,1.8,27.6,28.4,11.5,9.7,1006.5,1006.2,55.7,51.6,1.8,-1.8,0.643,-0.1,3.92,0.0,8.5,1.54,DEMO DATA,rainfall
FCST_20250330_MAH_D4,2025-03-30,2025-04-03,Maharashtra,West-Central,19.7515,75.7139,4,0.0,0.0,28.0,28.5,12.0,13.8,1006.6,1007.2,50.4,56.3,0.0,0.0,0.0,-0.7,4.33,0.0,8.8,10.13,DEMO DATA,rainfall
FCST_20250330_MAH_D5,2025-03-30,2025-04-04,Maharashtra,West-Central,19.7515,75.7139,5,0.0,0.0,27.7,27.9,14.0,15.3,1007.3,1006.7,56.5,58.9,0.0,0.0,0.0,2.0,5.6,0.0,14.3,9.22,DEMO DATA,rainfall
FCST_20250330_MAH_D6,2025-03-30,2025-04-05,Maharashtra,West-Central,19.7515,75.7139,6,0.0,1.5,25.8,24.3,9.6,7.9,1005.0,1006.5,55.8,59.6,1.5,-1.5,0.6,1.3,7.36,0.0,17.5,19.63,DEMO DATA,rainfall
FCST_20250330_MAH_D7,2025-03-30,2025-04-06,Maharashtra,West-Central,19.7515,75.7139,7,0.0,0.0,26.8,27.9,13.6,11.4,1003.1,1004.8,54.7,55.0,0.0,0.0,0.0,-0.6,8.25,0.0,17.6,5.91,DEMO DATA,rainfall
FCST_20250330_MAH_D8,2025-03-30,2025-04-07,Maharashtra,West-Central,19.7515,75.7139,8,0.0,0.8,27.8,28.9,11.1,11.2,1005.1,1004.9,55.3,63.4,0.8,-0.8,0.444,-6.1,10.04,0.0,16.0,19.46,DEMO DATA,rainfall
FCST_20250330_MAH_D9,2025-03-30,2025-04-08,Maharashtra,West-Central,19.7515,75.7139,9,0.0,10.5,27.3,27.1,10.7,7.8,1007.3,1008.6,52.3,49.0,10.5,-10.5,0.913,2.4,14.12,0.0,33.5,4.12,DEMO DATA,rainfall
FCST_20250330_MAH_D10,2025-03-30,2025-04-09,Maharashtra,West-Central,19.7515,75.7139,10,0.0,4.8,29.9,30.6,13.4,13.3,1004.6,1004.8,56.2,60.2,4.8,-4.8,0.828,-0.9,14.24,0.0,30.4,21.82,DEMO DATA,rainfall
FCST_20250330_KER_D1,2025-03-30,2025-03-31,Kerala,South,10.8505,76.2711,1,0.0,0.0,27.6,26.8,11.2,11.6,1006.5,1006.7,55.1,54.7,0.0,0.0,0.0,0.1,1.5,0.0,3.4,5.96,DEMO DATA,rainfall
FCST_20250330_KER_D2,2025-03-30,2025-04-01,Kerala,South,10.8505,76.2711,2,0.0,2.6,26.6,27.4,11.4,10.9,1005.9,1006.0,56.1,54.7,2.6,-2.6,0.722,-0.5,2.84,0.0,5.7,2.88,DEMO DATA,rainfall
FCST_20250330_KER_D3,2025-03-30,2025-04-02,Kerala,South,10.8505,76.2711,3,0.0,0.0,27.8,28.3,11.3,9.9,1005.0,1004.6,55.5,52.8,0.0,0.0,0.0,0.2,3.11,0.0,7.0,6.77,DEMO DATA,rainfall
FCST_20250330_KER_D4,2025-03-30,2025-04-03,Kerala,South,10.8505,76.2711,4,0.0,0.0,27.2,27.2,12.5,13.3,1005.8,1005.9,57.0,66.3,0.0,0.0,0.0,-0.9,4.33,0.0,8.6,2.0,DEMO DATA,rainfall
FCST_20250330_KER_D5,2025-03-30,2025-04-04,Kerala,South,10.8505,76.2711,5,9.3,14.5,27.1,27.9,10.4,10.0,1006.3,1006.1,57.8,64.0,5.2,-5.2,0.335,8.3,7.28,0.0,24.3,6.39,DEMO DATA,rainfall
FCST_20250330_KER_D6,2025-03-30,2025-04-05,Kerala,South,10.8505,76.2711,6,0.0,0.0,27.6,29.2,13.5,17.6,1007.1,1007.6,52.5,57.6,0.0,0.0,0.0,-3.3,6.91,0.0,11.9,10.18,DEMO DATA,rainfall
FCST_20250330_KER_D7,2025-03-30,2025-04-06,Kerala,South,10.8505,76.2711,7,0.0,0.0,26.1,24.6,10.0,10.4,1005.5,1004.4,62.6,67.4,0.0,0.0,0.0,-2.3,8.25,0.0,15.9,13.4,DEMO DATA,rainfall
FCST_20250330_KER_D8,2025-03-30,2025-04-07,Kerala,South,10.8505,76.2711,8,0.0,22.3,26.0,27.2,11.8,13.4,1006.3,1006.7,50.8,55.5,22.3,-22.3,0.957,1.9,14.98,0.0,34.9,0.64,DEMO DATA,rainfall
FCST_20250330_KER_D9,2025-03-30,2025-04-08,Kerala,South,10.8505,76.2711,9,0.0,0.0,25.3,24.3,14.0,14.4,1007.2,1006.5,56.5,53.4,0.0,0.0,0.0,-4.3,11.01,0.0,19.9,41.98,DEMO DATA,rainfall
FCST_20250330_KER_D10,2025-03-30,2025-04-09,Kerala,South,10.8505,76.2711,10,0.0,13.3,27.9,31.2,14.9,17.4,1004.6,1003.0,54.0,58.2,13.3,-13.3,0.93,-0.3,19.71,0.0,43.1,12.0,DEMO DATA,rainfall
FCST_20250330_RAJ_D1,2025-03-30,2025-03-31,Rajasthan,Northwest,27.0238,74.2179,1,0.0,0.1,27.3,27.5,10.4,12.0,1007.0,1007.5,55.1,55.5,0.1,-0.1,0.091,-0.4,1.5,0.0,2.9,5.34,DEMO DATA,rainfall
FCST_20250330_RAJ_D2,2025-03-30,2025-04-01,Rajasthan,Northwest,27.0238,74.2179,2,0.0,0.0,27.0,27.1,12.9,14.0,1007.4,1006.8,57.1,58.6,0.0,0.0,0.0,-0.3,1.95,0.0,4.0,3.13,DEMO DATA,rainfall
FCST_20250330_RAJ_D3,2025-03-30,2025-04-02,Rajasthan,Northwest,27.0238,74.2179,3,0.0,0.0,26.9,27.0,10.2,12.0,1007.2,1007.2,56.9,54.5,0.0,0.0,0.0,0.1,3.11,0.0,6.9,10.94,DEMO DATA,rainfall
FCST_20250330_RAJ_D4,2025-03-30,2025-04-03,Rajasthan,Northwest,27.0238,74.2179,4,0.0,1.7,27.0,28.1,10.8,9.9,1006.9,1007.1,56.4,60.7,1.7,-1.7,0.63,-0.2,5.1,0.0,11.0,10.94,DEMO DATA,rainfall
FCST_20250330_RAJ_D5,2025-03-30,2025-04-04,Rajasthan,Northwest,27.0238,74.2179,5,0.0,0.0,26.6,27.1,11.3,14.3,1007.1,1008.7,53.6,51.0,0.0,0.0,0.0,0.5,5.6,0.0,12.8,19.61,DEMO DATA,rainfall
FCST_20250330_RAJ_D6,2025-03-30,2025-04-05,Rajasthan,Northwest,27.0238,74.2179,6,0.0,3.8,27.0,28.3,13.2,14.7,1007.1,1005.6,50.1,50.2,3.8,-3.8,0.792,0.1,8.96,0.0,19.8,11.81,DEMO DATA,rainfall
FCST_20250330_RAJ_D7,2025-03-30,2025-04-06,Rajasthan,Northwest,27.0238,74.2179,7,0.0,0.0,27.1,26.0,10.4,12.4,1006.0,1004.9,55.5,53.3,0.0,0.0,0.0,-2.8,8.25,0.0,15.4,11.17,DEMO DATA,rainfall
FCST_20250330_RAJ_D8,2025-03-30,2025-04-07,Rajasthan,Northwest,27.0238,74.2179,8,0.0,1.8,29.3,29.8,11.6,13.6,1006.0,1005.2,57.6,60.0,1.8,-1.8,0.643,3.5,10.35,0.0,26.3,10.44,DEMO DATA,rainfall
FCST_20250330_RAJ_D9,2025-03-30,2025-04-08,Rajasthan,Northwest,27.0238,74.2179,9,0.0,10.6,28.7,29.1,12.6,11.3,1006.6,1005.0,53.1,52.7,10.6,-10.6,0.914,-8.6,15.6,0.0,25.7,35.78,DEMO DATA,rainfall
FCST_20250330_RAJ_D10,2025-03-30,2025-04-09,Rajasthan,Northwest,27.0238,74.2179,10,2.2,8.7,25.8,23.6,9.8,10.0,1004.2,1003.0,57.7,55.8,6.5,-6.5,0.67,2.7,15.77,0.0,37.4,20.3,DEMO DATA,rainfall
FCST_20250330_ODI_D1,2025-03-30,2025-03-31,Odisha,East,20.9517,85.0985,1,0.0,3.7,26.9,26.3,12.5,12.1,1006.0,1005.6,55.5,55.9,3.7,-3.7,0.787,0.3,2.42,0.0,5.6,0.31,DEMO DATA,rainfall
FCST_20250330_ODI_D2,2025-03-30,2025-04-01,Odisha,East,20.9517,85.0985,2,0.0,1.9,27.1,26.6,11.9,13.4,1005.4,1006.0,54.4,55.6,1.9,-1.9,0.655,-0.2,2.9,0.0,6.2,0.87,DEMO DATA,rainfall
FCST_20250330_ODI_D3,2025-03-30,2025-04-02,Odisha,East,20.9517,85.0985,3,0.0,0.0,27.7,27.7,10.9,10.4,1008.1,1008.9,55.2,49.7,0.0,0.0,0.0,0.4,3.11,0.0,7.2,11.35,DEMO DATA,rainfall
FCST_20250330_ODI_D4,2025-03-30,2025-04-03,Odisha,East,20.9517,85.0985,4,0.0,2.4,25.8,25.3,11.7,12.5,1006.5,1008.8,55.7,59.9,2.4,-2.4,0.706,2.0,5.14,0.0,13.3,5.52,DEMO DATA,rainfall
FCST_20250330_ODI_D5,2025-03-30,2025-04-04,Odisha,East,20.9517,85.0985,5,0.0,4.5,27.7,26.0,11.7,11.2,1007.0,1006.0,55.4,46.8,4.5,-4.5,0.818,-1.0,7.75,0.0,16.1,7.74,DEMO DATA,rainfall
FCST_20250330_ODI_D6,2025-03-30,2025-04-05,Odisha,East,20.9517,85.0985,6,3.8,2.1,27.2,27.7,14.2,11.6,1007.2,1008.7,56.8,56.5,1.7,1.7,0.548,3.8,7.48,0.0,20.3,18.5,DEMO DATA,rainfall
FCST_20250330_ODI_D7,2025-03-30,2025-04-06,Odisha,East,20.9517,85.0985,7,0.0,1.4,27.0,28.1,10.9,7.2,1006.5,1006.6,58.2,64.8,1.4,-1.4,0.583,-1.4,9.01,0.0,18.4,23.74,DEMO DATA,rainfall
FCST_20250330_ODI_D8,2025-03-30,2025-04-07,Odisha,East,20.9517,85.0985,8,0.0,3.4,29.4,31.4,12.6,12.2,1005.6,1006.0,56.4,58.5,3.4,-3.4,0.773,-1.1,11.1,0.0,23.3,26.16,DEMO DATA,rainfall
FCST_20250330_ODI_D9,2025-03-30,2025-04-08,Odisha,East,20.9517,85.0985,9,0.0,0.0,27.8,28.4,9.3,10.5,1005.7,1006.1,56.2,44.7,0.0,0.0,0.0,0.9,11.01,0.0,25.1,16.72,DEMO DATA,rainfall
FCST_20250330_ODI_D10,2025-03-30,2025-04-09,Odisha,East,20.9517,85.0985,10,0.0,0.0,28.6,30.3,12.3,7.7,1006.0,1003.5,56.9,71.0,0.0,0.0,0.0,1.9,12.43,0.0,29.2,9.67,DEMO DATA,rainfall
FCST_20250330_ASS_D1,2025-03-30,2025-03-31,Assam,Northeast,26.2006,92.9376,1,0.0,2.5,27.5,27.3,12.2,14.1,1005.9,1005.9,54.2,58.8,2.5,-2.5,0.714,0.1,2.05,0.0,4.6,2.08,DEMO DATA,rainfall
FCST_20250330_ASS_D2,2025-03-30,2025-04-01,Assam,Northeast,26.2006,92.9376,2,0.0,0.0,27.7,26.8,13.8,13.2,1006.6,1007.8,56.5,58.7,0.0,0.0,0.0,0.5,1.95,0.0,4.8,4.65,DEMO DATA,rainfall
FCST_20250330_ASS_D3,2025-03-30,2025-04-02,Assam,Northeast,26.2006,92.9376,3,0.0,0.0,27.1,26.5,9.8,9.1,1005.6,1005.8,56.1,56.4,0.0,0.0,0.0,0.2,3.11,0.0,7.0,1.7,DEMO DATA,rainfall
FCST_20250330_ASS_D4,2025-03-30,2025-04-03,Assam,Northeast,26.2006,92.9376,4,0.0,2.3,27.8,28.4,12.2,12.9,1007.6,1007.0,57.3,49.2,2.3,-2.3,0.697,-2.1,5.41,0.0,9.8,1.83,DEMO DATA,rainfall
FCST_20250330_ASS_D5,2025-03-30,2025-04-04,Assam,Northeast,26.2006,92.9376,5,7.1,2.5,27.5,27.5,13.1,14.5,1006.5,1008.5,53.9,57.7,4.6,4.6,1.314,8.7,6.94,0.0,24.0,8.44,DEMO DATA,rainfall
FCST_20250330_ASS_D6,2025-03-30,2025-04-05,Assam,Northeast,26.2006,92.9376,6,0.0,0.0,28.5,30.0,13.3,13.2,1005.9,1004.6,58.1,62.4,0.0,0.0,0.0,-3.2,6.91,0.0,12.0,3.11,DEMO DATA,rainfall
FCST_20250330_ASS_D7,2025-03-30,2025-04-06,Assam,Northeast,26.2006,92.9376,7,0.0,0.0,29.5,31.0,12.8,10.9,1006.0,1006.1,51.9,59.3,0.0,0.0,0.0,-1.9,8.25,0.0,16.3,8.1,DEMO DATA,rainfall
FCST_20250330_ASS_D8,2025-03-30,2025-04-07,Assam,Northeast,26.2006,92.9376,8,0.0,5.0,28.0,24.4,12.3,14.9,1005.9,1006.1,56.4,65.3,5.0,-5.0,0.833,2.9,11.5,0.0,28.2,7.15,DEMO DATA,rainfall
FCST_20250330_ASS_D9,2025-03-30,2025-04-08,Assam,Northeast,26.2006,92.9376,9,0.0,0.0,28.4,28.4,10.5,8.0,1007.7,1007.5,57.5,63.6,0.0,0.0,0.0,0.9,11.01,0.0,25.1,20.2,DEMO DATA,rainfall
FCST_20250330_ASS_D10,2025-03-30,2025-04-09,Assam,Northeast,26.2006,92.9376,10,0.0,0.0,27.1,26.1,7.0,5.2,1004.5,1003.7,51.8,54.5,0.0,0.0,0.0,0.2,12.43,0.0,27.5,6.47,DEMO DATA,rainfall
FCST_20250330_PUN_D1,2025-03-30,2025-03-31,Punjab,North,31.1471,75.3412,1,6.1,7.0,26.8,27.3,11.7,11.5,1006.5,1006.1,57.7,56.7,0.9,-0.9,0.113,6.0,1.5,3.3,9.3,2.71,DEMO DATA,rainfall
FCST_20250330_PUN_D2,2025-03-30,2025-04-01,Punjab,North,31.1471,75.3412,2,0.0,1.2,28.2,27.3,12.3,10.6,1005.4,1005.8,58.6,62.7,1.2,-1.2,0.545,-0.4,2.3,0.0,4.7,4.74,DEMO DATA,rainfall
FCST_20250330_PUN_D3,2025-03-30,2025-04-02,Punjab,North,31.1471,75.3412,3,1.1,1.4,27.9,28.3,9.5,11.5,1006.5,1006.3,58.7,58.0,0.3,-0.3,0.125,0.6,3.28,0.0,7.8,1.42,DEMO DATA,rainfall
FCST_20250330_PUN_D4,2025-03-30,2025-04-03,Punjab,North,31.1471,75.3412,4,0.0,0.0,27.6,27.7,10.4,12.1,1007.7,1007.5,58.3,59.3,0.0,0.0,0.0,0.2,4.33,0.0,9.7,2.63,DEMO DATA,rainfall
FCST_20250330_PUN_D5,2025-03-30,2025-04-04,Punjab,North,31.1471,75.3412,5,0.0,8.2,27.8,29.2,9.7,9.8,1006.8,1007.9,57.0,61.3,8.2,-8.2,0.891,-1.0,7.67,0.0,15.9,8.86,DEMO DATA,rainfall
FCST_20250330_PUN_D6,2025-03-30,2025-04-05,Punjab,North,31.1471,75.3412,6,0.0,0.0,29.5,29.8,10.2,10.9,1004.9,1005.0,51.3,57.4,0.0,0.0,0.0,-1.3,6.91,0.0,13.9,10.04,DEMO DATA,rainfall
FCST_20250330_PUN_D7,2025-03-30,2025-04-06,Punjab,North,31.1471,75.3412,7,0.0,8.6,27.7,27.7,12.5,10.8,1005.2,1006.2,50.9,54.1,8.6,-8.6,0.896,0.9,10.56,0.0,24.1,12.09,DEMO DATA,rainfall
FCST_20250330_PUN_D8,2025-03-30,2025-04-07,Punjab,North,31.1471,75.3412,8,0.0,0.0,27.2,27.3,12.9,12.8,1006.8,1007.3,56.7,52.3,0.0,0.0,0.0,-2.5,9.62,0.0,18.7,26.13,DEMO DATA,rainfall
FCST_20250330_PUN_D9,2025-03-30,2025-04-08,Punjab,North,31.1471,75.3412,9,0.0,0.0,27.4,28.0,10.2,9.5,1004.3,1003.1,51.1,44.1,0.0,0.0,0.0,-2.5,11.01,0.0,21.7,1.37,DEMO DATA,rainfall
FCST_20250330_PUN_D10,2025-03-30,2025-04-09,Punjab,North,31.1471,75.3412,10,0.0,0.0,28.2,29.5,8.2,13.2,1007.0,1005.4,54.6,56.1,0.0,0.0,0.0,1.1,12.43,0.0,28.4,19.75,DEMO DATA,rainfall
FCST_20250330_TAM_D1,2025-03-30,2025-03-31,Tamil Nadu,South,11.1271,78.6569,1,0.0,3.4,27.9,27.7,13.6,13.4,1005.3,1005.1,57.0,59.7,3.4,-3.4,0.773,-0.3,2.18,0.0,4.5,7.0,DEMO DATA,rainfall
FCST_20250330_TAM_D2,2025-03-30,2025-04-01,Tamil Nadu,South,11.1271,78.6569,2,0.0,0.2,28.3,26.4,10.4,9.7,1004.2,1003.3,56.6,53.6,0.2,-0.2,0.167,0.7,2.0,0.0,5.1,1.01,DEMO DATA,rainfall
FCST_20250330_TAM_D3,2025-03-30,2025-04-02,Tamil Nadu,South,11.1271,78.6569,3,0.0,1.5,27.5,26.5,13.0,12.2,1005.8,1005.8,57.9,55.7,1.5,-1.5,0.6,0.5,3.8,0.0,8.9,5.44,DEMO DATA,rainfall
FCST_20250330_TAM_D4,2025-03-30,2025-04-03,Tamil Nadu,South,11.1271,78.6569,4,0.0,0.4,28.4,28.7,11.7,12.7,1003.1,1002.4,59.9,61.8,0.4,-0.4,0.286,-1.4,4.46,0.0,8.4,5.15,DEMO DATA,rainfall
FCST_20250330_TAM_D5,2025-03-30,2025-04-04,Tamil Nadu,South,11.1271,78.6569,5,0.0,0.0,26.4,26.6,15.3,15.9,1005.3,1003.2,63.0,62.4,0.0,0.0,0.0,1.8,5.6,0.0,14.1,3.64,DEMO DATA,rainfall
FCST_20250330_TAM_D6,2025-03-30,2025-04-05,Tamil Nadu,South,11.1271,78.6569,6,0.0,0.0,26.2,22.8,11.2,10.6,1003.6,1003.6,60.0,60.8,0.0,0.0,0.0,2.5,6.91,0.0,17.7,12.72,DEMO DATA,rainfall
FCST_20250330_TAM_D7,2025-03-30,2025-04-06,Tamil Nadu,South,11.1271,78.6569,7,0.0,0.0,26.4,25.2,9.7,10.0,1006.3,1006.0,52.6,53.6,0.0,0.0,0.0,-3.0,8.25,0.0,15.2,2.63,DEMO DATA,rainfall
FCST_20250330_TAM_D8,2025-03-30,2025-04-07,Tamil Nadu,South,11.1271,78.6569,8,0.0,1.8,27.8,28.3,12.9,8.1,1004.9,1004.3,59.2,61.8,1.8,-1.8,0.643,0.1,10.38,0.0,22.9,7.73,DEMO DATA,rainfall
FCST_20250330_TAM_D9,2025-03-30,2025-04-08,Tamil Nadu,South,11.1271,78.6569,9,0.0,0.0,27.6,29.1,14.6,17.2,1003.4,1001.3,61.7,73.8,0.0,0.0,0.0,0.0,11.01,0.0,24.2,2.92,DEMO DATA,rainfall
FCST_20250330_TAM_D10,2025-03-30,2025-04-09,Tamil Nadu,South,11.1271,78.6569,10,0.0,11.6,25.3,24.3,15.2,15.6,1006.7,1004.9,64.0,69.3,11.6,-11.6,0.921,0.9,15.97,0.0,36.0,10.32,DEMO DATA,rainfall
FCST_20250330_AND_D1,2025-03-30,2025-03-31,Andhra Pradesh,South-East,15.9129,79.74,1,0.0,0.0,27.9,27.6,11.5,12.1,1005.9,1006.1,52.8,51.8,0.0,0.0,0.0,-0.5,1.5,0.0,2.8,2.86,DEMO DATA,rainfall
FCST_20250330_AND_D2,2025-03-30,2025-04-01,Andhra Pradesh,South-East,15.9129,79.74,2,10.1,9.5,26.8,27.1,12.4,11.4,1005.6,1005.0,55.2,57.9,0.6,0.6,0.057,10.1,2.29,6.0,15.1,10.2,DEMO DATA,rainfall
FCST_20250330_AND_D3,2025-03-30,2025-04-02,Andhra Pradesh,South-East,15.9129,79.74,3,1.7,0.0,27.7,26.9,11.4,11.4,1008.0,1007.7,54.3,49.7,1.7,1.7,1.7,2.8,3.64,0.0,10.8,0.04,DEMO DATA,rainfall
FCST_20250330_AND_D4,2025-03-30,2025-04-03,Andhra Pradesh,South-East,15.9129,79.74,4,2.6,0.0,29.6,29.4,9.5,10.9,1005.9,1006.5,56.2,55.3,2.6,2.6,2.6,4.1,5.3,0.0,15.8,7.64,DEMO DATA,rainfall
FCST_20250330_AND_D5,2025-03-30,2025-04-04,Andhra Pradesh,South-East,15.9129,79.74,5,0.0,0.0,27.7,27.9,10.6,6.1,1006.0,1006.4,54.9,56.7,0.0,0.0,0.0,0.2,5.6,0.0,12.5,0.77,DEMO DATA,rainfall
FCST_20250330_AND_D6,2025-03-30,2025-04-05,Andhra Pradesh,South-East,15.9129,79.74,6,2.7,6.1,29.0,27.9,10.3,8.7,1006.4,1006.8,60.9,63.0,3.4,-3.4,0.479,4.4,7.72,0.0,21.4,10.65,DEMO DATA,rainfall
FCST_20250330_AND_D7,2025-03-30,2025-04-06,Andhra Pradesh,South-East,15.9129,79.74,7,0.0,9.4,27.8,24.8,7.8,4.2,1005.7,1005.7,54.9,46.9,9.4,-9.4,0.904,1.8,12.61,0.0,29.5,6.38,DEMO DATA,rainfall
FCST_20250330_AND_D8,2025-03-30,2025-04-07,Andhra Pradesh,South-East,15.9129,79.74,8,0.0,4.4,26.7,26.3,14.4,13.3,1005.9,1007.9,57.6,49.9,4.4,-4.4,0.815,-5.1,11.88,0.0,21.0,4.85,DEMO DATA,rainfall
FCST_20250330_AND_D9,2025-03-30,2025-04-08,Andhra Pradesh,South-East,15.9129,79.74,9,0.0,0.0,26.1,25.6,12.0,10.9,1008.4,1008.1,59.9,55.4,0.0,0.0,0.0,1.4,11.01,0.0,25.6,2.13,DEMO DATA,rainfall
FCST_20250330_AND_D10,2025-03-30,2025-04-09,Andhra Pradesh,South-East,15.9129,79.74,10,0.0,0.0,27.2,28.7,13.5,17.4,1009.1,1008.2,59.2,71.2,0.0,0.0,0.0,-2.1,12.43,0.0,25.2,5.53,DEMO DATA,rainfall
FCST_20250330_WES_D1,2025-03-30,2025-03-31,West Bengal,East,22.9868,87.855,1,0.0,2.3,28.4,28.3,11.0,13.2,1005.8,1005.9,56.6,59.0,2.3,-2.3,0.697,-0.4,1.5,0.0,2.9,3.36,DEMO DATA,rainfall
FCST_20250330_WES_D2,2025-03-30,2025-04-01,West Bengal,East,22.9868,87.855,2,0.0,0.0,26.8,26.2,11.7,10.9,1006.3,1006.7,55.8,57.0,0.0,0.0,0.0,0.2,1.95,0.0,4.5,3.25,DEMO DATA,rainfall
FCST_20250330_WES_D3,2025-03-30,2025-04-02,West Bengal,East,22.9868,87.855,3,0.0,0.0,26.7,27.3,10.5,12.6,1007.2,1007.3,52.9,58.1,0.0,0.0,0.0,0.5,3.11,0.0,7.3,0.89,DEMO DATA,rainfall
FCST_20250330_WES_D4,2025-03-30,2025-04-03,West Bengal,East,22.9868,87.855,4,0.0,0.0,26.6,26.5,13.4,14.6,1007.6,1008.5,53.8,50.9,0.0,0.0,0.0,-1.2,4.33,0.0,8.3,2.1,DEMO DATA,rainfall
